date,serial_number,model,capacity_bytes,failure,smart_1_normalized,smart_1_raw,smart_2_normalized,smart_2_raw,smart_3_normalized,smart_3_raw,smart_4_normalized,smart_4_raw,smart_5_normalized,smart_5_raw,smart_7_normalized,smart_7_raw,smart_8_normalized,smart_8_raw,smart_9_normalized,smart_9_raw,smart_10_normalized,smart_10_raw,smart_11_normalized,smart_11_raw,smart_12_normalized,smart_12_raw,smart_13_normalized,smart_13_raw,smart_15_normalized,smart_15_raw,smart_16_normalized,smart_16_raw,smart_17_normalized,smart_17_raw,smart_18_normalized,smart_18_raw,smart_22_normalized,smart_22_raw,smart_23_normalized,smart_23_raw,smart_24_normalized,smart_24_raw,smart_168_normalized,smart_168_raw,smart_170_normalized,smart_170_raw,smart_173_normalized,smart_173_raw,smart_174_normalized,smart_174_raw,smart_177_normalized,smart_177_raw,smart_179_normalized,smart_179_raw,smart_181_normalized,smart_181_raw,smart_182_normalized,smart_182_raw,smart_183_normalized,smart_183_raw,smart_184_normalized,smart_184_raw,smart_187_normalized,smart_187_raw,smart_188_normalized,smart_188_raw,smart_189_normalized,smart_189_raw,smart_190_normalized,smart_190_raw,smart_191_normalized,smart_191_raw,smart_192_normalized,smart_192_raw,smart_193_normalized,smart_193_raw,smart_194_normalized,smart_194_raw,smart_195_normalized,smart_195_raw,smart_196_normalized,smart_196_raw,smart_197_normalized,smart_197_raw,smart_198_normalized,smart_198_raw,smart_199_normalized,smart_199_raw,smart_200_normalized,smart_200_raw,smart_201_normalized,smart_201_raw,smart_218_normalized,smart_218_raw,smart_220_normalized,smart_220_raw,smart_222_normalized,smart_222_raw,smart_223_normalized,smart_223_raw,smart_224_normalized,smart_224_raw,smart_225_normalized,smart_225_raw,smart_226_normalized,smart_226_raw,smart_231_normalized,smart_231_raw,smart_232_normalized,smart_232_raw,smart_233_normalized,smart_233_raw,smart_235_normalized,smart_235_raw,smart_240_normalized,smart_240_raw,smart_241_normalized,smart_241_raw,smart_242_normalized,smart_242_raw,smart_250_normalized,smart_250_raw,smart_251_normalized,smart_251_raw,smart_252_normalized,smart_252_raw,smart_254_normalized,smart_254_raw,smart_255_normalized,smart_255_raw
2020-01-11,ZCH0C1G4,ST12000NM0007,12000138625024,1,71.0,13382376.0,,,94.0,0.0,100.0,5.0,100.0,728.0,89.0,752996030.0,,,82.0,16195.0,100.0,0.0,,,100.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,1.0,100.0,0.0,,,68.0,32.0,,,100.0,302.0,100.0,868.0,32.0,32.0,71.0,13382376.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,16017.0,100.0,55523253720.0,100.0,151277493546.0,,,,,,,,,,
2020-01-03,ZJV3CP6N,ST12000NM0007,12000138625024,0,73.0,19061064.0,,,94.0,0.0,100.0,5.0,100.0,0.0,86.0,421711160.0,,,98.0,2545.0,100.0,0.0,,,100.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,70.0,30.0,,,100.0,14.0,100.0,434.0,30.0,30.0,73.0,19061064.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,2450.0,100.0,32720762304.0,100.0,47376592198.0,,,,,,,,,,
2020-01-04,ZJV3CP6N,ST12000NM0007,12000138625024,0,79.0,81936296.0,,,94.0,0.0,100.0,5.0,100.0,0.0,86.0,427128963.0,,,98.0,2576.0,100.0,0.0,,,100.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,71.0,29.0,,,100.0,14.0,100.0,435.0,29.0,29.0,79.0,81936296.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,2482.0,100.0,33002997824.0,100.0,47889656862.0,,,,,,,,,,
2020-01-05,ZJV3CP6N,ST12000NM0007,12000138625024,0,83.0,189876016.0,,,94.0,0.0,100.0,5.0,100.0,0.0,86.0,429523314.0,,,98.0,2592.0,100.0,0.0,,,100.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,69.0,31.0,,,100.0,14.0,100.0,436.0,31.0,31.0,83.0,189876016.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,2498.0,100.0,33127091752.0,100.0,48117643302.0,,,,,,,,,,
2020-01-06,ZJV3CP6N,ST12000NM0007,12000138625024,0,84.0,234545104.0,,,94.0,0.0,100.0,5.0,100.0,0.0,86.0,435127288.0,,,98.0,2624.0,100.0,0.0,,,100.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,69.0,31.0,,,100.0,14.0,100.0,437.0,31.0,31.0,84.0,234545104.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,2529.0,100.0,33383568296.0,100.0,48638273574.0,,,,,,,,,,
2020-01-07,ZJV3CP6N,ST12000NM0007,12000138625024,0,82.0,156557072.0,,,94.0,0.0,100.0,5.0,100.0,0.0,86.0,438113322.0,,,97.0,2640.0,100.0,0.0,,,100.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,70.0,30.0,,,100.0,14.0,100.0,438.0,30.0,30.0,82.0,156557072.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,2545.0,100.0,33526093640.0,100.0,48906041918.0,,,,,,,,,,
2020-01-08,ZJV3CP6N,ST12000NM0007,12000138625024,0,84.0,233947808.0,,,94.0,0.0,100.0,5.0,100.0,0.0,86.0,444456277.0,,,97.0,2671.0,100.0,0.0,,,100.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,71.0,29.0,,,100.0,14.0,100.0,439.0,29.0,29.0,84.0,233947808.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,2576.0,100.0,33818778856.0,100.0,49423169942.0,,,,,,,,,,
2020-01-09,ZJV3CP6N,ST12000NM0007,12000138625024,0,79.0,74545768.0,,,94.0,0.0,100.0,5.0,100.0,0.0,87.0,447288352.0,,,97.0,2687.0,100.0,0.0,,,100.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,70.0,30.0,,,100.0,14.0,100.0,440.0,30.0,30.0,79.0,74545768.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,2592.0,100.0,33939983272.0,100.0,49630844910.0,,,,,,,,,,
2020-01-10,ZJV3CP6N,ST12000NM0007,12000138625024,0,77.0,53656312.0,,,94.0,0.0,100.0,5.0,100.0,0.0,87.0,452708787.0,,,97.0,2719.0,100.0,0.0,,,100.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,71.0,29.0,,,100.0,14.0,100.0,441.0,29.0,29.0,77.0,53656312.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,2624.0,100.0,34191580872.0,100.0,50090781494.0,,,,,,,,,,
2020-01-11,ZJV3CP6N,ST12000NM0007,12000138625024,0,83.0,198689760.0,,,94.0,0.0,100.0,5.0,100.0,0.0,87.0,455454310.0,,,97.0,2735.0,100.0,0.0,,,100.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,71.0,29.0,,,100.0,14.0,100.0,442.0,29.0,29.0,83.0,198689760.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,2639.0,100.0,34334612760.0,100.0,50336924622.0,,,,,,,,,,
2020-01-12,ZJV3CP6N,ST12000NM0007,12000138625024,0,83.0,186091472.0,,,94.0,0.0,100.0,5.0,100.0,0.0,87.0,460723782.0,,,97.0,2766.0,100.0,0.0,,,100.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,70.0,30.0,,,100.0,14.0,100.0,443.0,30.0,30.0,83.0,186091472.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,2671.0,100.0,34567397352.0,100.0,50823964518.0,,,,,,,,,,
2020-01-13,ZJV3CP6N,ST12000NM0007,12000138625024,0,79.0,85419952.0,,,94.0,0.0,100.0,5.0,100.0,0.0,87.0,463382558.0,,,97.0,2782.0,100.0,0.0,,,100.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,69.0,31.0,,,100.0,15.0,100.0,444.0,31.0,31.0,79.0,85419952.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,2687.0,100.0,34710248208.0,100.0,51068724366.0,,,,,,,,,,
2020-01-14,ZJV3CP6N,ST12000NM0007,12000138625024,0,81.0,114177296.0,,,94.0,0.0,100.0,5.0,100.0,0.0,87.0,468574892.0,,,97.0,2814.0,100.0,0.0,,,100.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,70.0,30.0,,,100.0,15.0,100.0,445.0,30.0,30.0,81.0,114177296.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,2719.0,100.0,34978856824.0,100.0,51561295814.0,,,,,,,,,,
2020-01-15,ZJV3CP6N,ST12000NM0007,12000138625024,0,81.0,119053088.0,,,94.0,0.0,100.0,5.0,100.0,0.0,87.0,473986146.0,,,97.0,2846.0,100.0,0.0,,,100.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,70.0,30.0,,,100.0,15.0,100.0,447.0,30.0,30.0,81.0,119053088.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,2750.0,100.0,35257160928.0,100.0,52020289806.0,,,,,,,,,,
2020-01-16,ZJV3CP6N,ST12000NM0007,12000138625024,0,83.0,193801592.0,,,94.0,0.0,100.0,5.0,100.0,0.0,87.0,476305375.0,,,97.0,2862.0,100.0,0.0,,,100.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,70.0,30.0,,,100.0,15.0,100.0,447.0,30.0,30.0,83.0,193801592.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,2766.0,100.0,35368110056.0,100.0,52228229990.0,,,,,,,,,,
2020-01-17,ZJV3CP6N,ST12000NM0007,12000138625024,0,84.0,224436712.0,,,94.0,0.0,100.0,5.0,100.0,0.0,87.0,482244566.0,,,97.0,2893.0,100.0,0.0,,,100.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,71.0,29.0,,,100.0,15.0,100.0,449.0,29.0,29.0,84.0,224436712.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,2797.0,100.0,35619643240.0,100.0,52739754022.0,,,,,,,,,,
2020-01-18,ZJV3CP6N,ST12000NM0007,12000138625024,0,79.0,78443880.0,,,94.0,0.0,100.0,5.0,100.0,0.0,87.0,485100815.0,,,97.0,2909.0,100.0,0.0,,,100.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,70.0,30.0,,,100.0,15.0,100.0,449.0,30.0,30.0,79.0,78443880.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,2813.0,100.0,35740205504.0,100.0,52961480278.0,,,,,,,,,,
2020-01-19,ZJV3CP6N,ST12000NM0007,12000138625024,0,75.0,34583984.0,,,94.0,0.0,100.0,5.0,100.0,0.0,87.0,491523272.0,,,97.0,2941.0,100.0,0.0,,,100.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,70.0,30.0,,,100.0,15.0,100.0,451.0,30.0,30.0,75.0,34583984.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,2844.0,100.0,35981353008.0,100.0,53408895158.0,,,,,,,,,,
2020-01-20,ZJV3CP6N,ST12000NM0007,12000138625024,0,81.0,134615960.0,,,94.0,0.0,100.0,5.0,100.0,0.0,87.0,494441985.0,,,97.0,2956.0,100.0,0.0,,,100.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,70.0,30.0,,,100.0,15.0,100.0,451.0,30.0,30.0,81.0,134615960.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,2860.0,100.0,36090705616.0,100.0,53643715654.0,,,,,,,,,,
2020-01-21,ZJV3CP6N,ST12000NM0007,12000138625024,0,79.0,75222016.0,,,94.0,0.0,100.0,5.0,100.0,0.0,87.0,499647706.0,,,97.0,2988.0,100.0,0.0,,,100.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,70.0,30.0,,,100.0,15.0,100.0,453.0,30.0,30.0,79.0,75222016.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,2892.0,100.0,36287583808.0,100.0,54119865606.0,,,,,,,,,,
2020-01-22,ZJV3CP6N,ST12000NM0007,12000138625024,0,81.0,116516224.0,,,94.0,0.0,100.0,5.0,100.0,0.0,87.0,502046339.0,,,97.0,3004.0,100.0,0.0,,,100.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,70.0,30.0,,,100.0,15.0,100.0,453.0,30.0,30.0,81.0,116516224.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,2907.0,100.0,36389409608.0,100.0,54303474806.0,,,,,,,,,,
2020-01-23,ZJV3CP6N,ST12000NM0007,12000138625024,1,84.0,231056824.0,,,94.0,0.0,100.0,5.0,100.0,0.0,87.0,506856620.0,,,97.0,3036.0,100.0,0.0,,,100.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,70.0,30.0,,,100.0,15.0,100.0,455.0,30.0,30.0,84.0,231056824.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,2939.0,100.0,36586699640.0,100.0,54709007078.0,,,,,,,,,,
2020-01-03,ZCH0A3CB,ST12000NM0007,12000138625024,0,81.0,137858592.0,,,90.0,0.0,100.0,15.0,100.0,0.0,86.0,413626973.0,,,81.0,17487.0,100.0,0.0,,,100.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,70.0,30.0,,,100.0,237.0,100.0,860.0,30.0,30.0,81.0,137858592.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,17361.0,100.0,69562494176.0,100.0,197665422396.0,,,,,,,,,,
2020-01-04,ZCH0A3CB,ST12000NM0007,12000138625024,0,83.0,178249168.0,,,90.0,0.0,100.0,15.0,100.0,0.0,86.0,415923187.0,,,81.0,17519.0,100.0,0.0,,,100.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,70.0,30.0,,,100.0,238.0,100.0,862.0,30.0,30.0,83.0,178249168.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,17393.0,100.0,69562984384.0,100.0,197949463708.0,,,,,,,,,,
2020-01-05,ZCH0A3CB,ST12000NM0007,12000138625024,0,80.0,97224288.0,,,90.0,0.0,100.0,15.0,100.0,0.0,86.0,417346917.0,,,80.0,17535.0,100.0,0.0,,,100.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,70.0,30.0,,,100.0,238.0,100.0,862.0,30.0,30.0,80.0,97224288.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,17408.0,100.0,69563230744.0,100.0,198112333108.0,,,,,,,,,,
2020-01-06,ZCH0A3CB,ST12000NM0007,12000138625024,0,82.0,166505464.0,,,90.0,0.0,100.0,15.0,100.0,0.0,86.0,420088243.0,,,80.0,17566.0,100.0,0.0,,,100.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,70.0,30.0,,,100.0,238.0,100.0,863.0,30.0,30.0,82.0,166505464.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,17440.0,100.0,69563730888.0,100.0,198425254924.0,,,,,,,,,,
2020-01-07,ZCH0A3CB,ST12000NM0007,12000138625024,0,74.0,24974128.0,,,90.0,0.0,100.0,15.0,100.0,0.0,86.0,420985834.0,,,80.0,17582.0,100.0,0.0,,,100.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,70.0,30.0,,,100.0,238.0,100.0,864.0,30.0,30.0,74.0,24974128.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,17455.0,100.0,69563983120.0,100.0,198527612004.0,,,,,,,,,,
2020-01-08,ZCH0A3CB,ST12000NM0007,12000138625024,0,77.0,47274688.0,,,90.0,0.0,100.0,15.0,100.0,0.0,86.0,423181023.0,,,80.0,17613.0,100.0,0.0,,,100.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,70.0,30.0,,,100.0,239.0,100.0,865.0,30.0,30.0,77.0,47274688.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,17487.0,100.0,69564485040.0,100.0,198793551580.0,,,,,,,,,,
