date,serial_number,model,capacity_bytes,failure,smart_1_normalized,smart_1_raw,smart_2_normalized,smart_2_raw,smart_3_normalized,smart_3_raw,smart_4_normalized,smart_4_raw,smart_5_normalized,smart_5_raw,smart_7_normalized,smart_7_raw,smart_8_normalized,smart_8_raw,smart_9_normalized,smart_9_raw,smart_10_normalized,smart_10_raw,smart_11_normalized,smart_11_raw,smart_12_normalized,smart_12_raw,smart_13_normalized,smart_13_raw,smart_15_normalized,smart_15_raw,smart_16_normalized,smart_16_raw,smart_17_normalized,smart_17_raw,smart_18_normalized,smart_18_raw,smart_22_normalized,smart_22_raw,smart_23_normalized,smart_23_raw,smart_24_normalized,smart_24_raw,smart_168_normalized,smart_168_raw,smart_170_normalized,smart_170_raw,smart_173_normalized,smart_173_raw,smart_174_normalized,smart_174_raw,smart_177_normalized,smart_177_raw,smart_179_normalized,smart_179_raw,smart_181_normalized,smart_181_raw,smart_182_normalized,smart_182_raw,smart_183_normalized,smart_183_raw,smart_184_normalized,smart_184_raw,smart_187_normalized,smart_187_raw,smart_188_normalized,smart_188_raw,smart_189_normalized,smart_189_raw,smart_190_normalized,smart_190_raw,smart_191_normalized,smart_191_raw,smart_192_normalized,smart_192_raw,smart_193_normalized,smart_193_raw,smart_194_normalized,smart_194_raw,smart_195_normalized,smart_195_raw,smart_196_normalized,smart_196_raw,smart_197_normalized,smart_197_raw,smart_198_normalized,smart_198_raw,smart_199_normalized,smart_199_raw,smart_200_normalized,smart_200_raw,smart_201_normalized,smart_201_raw,smart_218_normalized,smart_218_raw,smart_220_normalized,smart_220_raw,smart_222_normalized,smart_222_raw,smart_223_normalized,smart_223_raw,smart_224_normalized,smart_224_raw,smart_225_normalized,smart_225_raw,smart_226_normalized,smart_226_raw,smart_231_normalized,smart_231_raw,smart_232_normalized,smart_232_raw,smart_233_normalized,smart_233_raw,smart_235_normalized,smart_235_raw,smart_240_normalized,smart_240_raw,smart_241_normalized,smart_241_raw,smart_242_normalized,smart_242_raw,smart_250_normalized,smart_250_raw,smart_251_normalized,smart_251_raw,smart_252_normalized,smart_252_raw,smart_254_normalized,smart_254_raw,smart_255_normalized,smart_255_raw,smart_175_normalized,smart_175_raw,smart_180_normalized,smart_180_raw,smart_202_normalized,smart_202_raw,smart_206_normalized,smart_206_raw,smart_210_normalized,smart_210_raw,smart_234_normalized,smart_234_raw,smart_245_normalized,smart_245_raw,smart_247_normalized,smart_247_raw,smart_248_normalized,smart_248_raw
2020-07-03,ZHZ62VNS,ST12000NM0008,12000138625024,0,79.0,88159296.0,,,99.0,0.0,100.0,1.0,100.0,0.0,86.0,392207310.0,,,98.0,2472.0,100.0,0.0,,,100.0,1.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,73.0,27.0,,,100.0,0.0,100.0,326.0,27.0,27.0,3.0,88159296.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,2410.0,100.0,33517869080.0,100.0,48357568666.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-03,ZA189HZ0,ST8000NM0055,8001563222016,0,77.0,45868680.0,,,89.0,0.0,100.0,13.0,100.0,0.0,95.0,2863790563.0,,,72.0,25105.0,100.0,0.0,,,100.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,76.0,24.0,90.0,20548.0,100.0,6.0,85.0,30123.0,24.0,24.0,77.0,45868680.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,25084.0,100.0,61140487304.0,100.0,199202546038.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-03,Z305K0VN,ST4000DM000,4000787030016,0,118.0,188643456.0,,,94.0,0.0,100.0,6.0,100.0,0.0,90.0,963395274.0,,,57.0,38214.0,100.0,0.0,,,100.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,73.0,27.0,100.0,0.0,100.0,0.0,73.0,54255.0,27.0,27.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,37876.0,100.0,48522456576.0,100.0,232495385787.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-03,88P0A06QF97G,TOSHIBA MG07ACA14TA,14000519643136,0,100.0,0.0,100.0,0.0,100.0,7976.0,100.0,13.0,100.0,0.0,100.0,0.0,100.0,0.0,62.0,15356.0,100.0,0.0,,,100.0,13.0,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,10.0,100.0,95.0,100.0,26.0,,,100.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,100.0,135790593.0,62.0,15325.0,100.0,0.0,100.0,0.0,,,100.0,587.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-03,ZA120BZE,ST8000DM002,8001563222016,1,78.0,65509912.0,,,86.0,0.0,100.0,10.0,100.0,24.0,93.0,1895109440.0,,,61.0,34382.0,100.0,0.0,,,100.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,97.0,3.0,100.0,0.0,100.0,0.0,69.0,31.0,97.0,7579.0,100.0,6.0,94.0,12306.0,31.0,31.0,21.0,65509912.0,,,100.0,8.0,100.0,8.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,34319.0,100.0,72081714656.0,100.0,251000444048.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-03,ZA11RRSL,ST8000DM002,8001563222016,1,81.0,139327624.0,,,87.0,0.0,100.0,7.0,100.0,0.0,93.0,1831410184.0,,,60.0,35237.0,100.0,0.0,,,100.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,66.0,34.0,95.0,11276.0,100.0,1.0,94.0,13736.0,34.0,34.0,1.0,139327624.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,35220.0,100.0,78433677816.0,100.0,270307616796.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-03,ZA11NZ9A,ST8000DM002,8001563222016,1,57.0,149243072.0,,,84.0,0.0,100.0,8.0,98.0,10208.0,90.0,1104325303.0,,,61.0,34605.0,100.0,0.0,,,100.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,82.0,18.0,100.0,0.0,100.0,0.0,60.0,40.0,96.0,9028.0,100.0,4.0,82.0,36386.0,40.0,40.0,22.0,149243072.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,34545.0,100.0,79713985400.0,100.0,224793038426.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-03,3060A05UF97G,TOSHIBA MG07ACA14TA,14000519643136,1,100.0,0.0,100.0,0.0,100.0,7855.0,100.0,2.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,379.0,100.0,0.0,,,100.0,2.0,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,1.0,100.0,189.0,100.0,25.0,,,100.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,100.0,1572866.0,100.0,175.0,100.0,0.0,100.0,0.0,,,100.0,535.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-25,78C0A03JF97G,TOSHIBA MG07ACA14TA,14000519643136,0,100.0,0.0,100.0,0.0,100.0,7672.0,100.0,4.0,100.0,0.0,100.0,0.0,100.0,0.0,64.0,14428.0,100.0,0.0,,,100.0,4.0,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,1.0,100.0,78.0,100.0,27.0,,,100.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,100.0,17432577.0,65.0,14384.0,100.0,0.0,100.0,0.0,,,100.0,532.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-25,PL1331LAHD30DH,HGST HMS5C4040BLE640,4000787030016,1,100.0,0.0,135.0,98.0,100.0,452.0,100.0,8.0,100.0,0.0,100.0,0.0,113.0,42.0,95.0,35547.0,100.0,0.0,,,100.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,470.0,100.0,470.0,253.0,23.0,,,100.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-21,ZJV2E1FF,ST12000NM0007,12000138625024,0,81.0,136303512.0,,,98.0,0.0,100.0,2.0,100.0,0.0,83.0,195655196.0,,,84.0,14021.0,100.0,0.0,,,100.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,74.0,26.0,,,100.0,261.0,97.0,7009.0,26.0,26.0,81.0,136303512.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,12865.0,100.0,42238414648.0,100.0,108044535474.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-21,ZLW0GPE8,ST12000NM001G,12000138625024,0,79.0,79835800.0,,,97.0,0.0,100.0,3.0,100.0,0.0,80.0,105124234.0,,,99.0,908.0,100.0,0.0,,,100.0,1.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,62.0,38.0,,,100.0,0.0,100.0,479.0,38.0,38.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,750.0,100.0,12069380048.0,100.0,13401177010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-21,ZCH0BWAT,ST12000NM0007,12000138625024,0,83.0,182002544.0,,,90.0,0.0,100.0,9.0,100.0,0.0,82.0,170159092.0,,,75.0,22125.0,100.0,0.0,,,100.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,72.0,28.0,,,100.0,379.0,100.0,1037.0,28.0,28.0,83.0,182002544.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,21990.0,100.0,61893117480.0,100.0,232478582434.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-21,ZJV3A7PP,ST12000NM0007,12000138625024,1,83.0,185334808.0,,,98.0,0.0,100.0,2.0,100.0,0.0,82.0,170059607.0,,,92.0,7354.0,100.0,0.0,,,100.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0,8.0,100.0,0.0,,,74.0,26.0,,,100.0,72.0,100.0,613.0,26.0,26.0,83.0,185334808.0,,,88.0,6000.0,88.0,6000.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,7243.0,100.0,54650179504.0,100.0,110086180622.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-21,ZA181A80,ST8000NM0055,8001563222016,1,74.0,25514928.0,,,89.0,0.0,100.0,11.0,100.0,48.0,94.0,2331308787.0,,,70.0,26518.0,100.0,0.0,,,100.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,94.0,6.0,100.0,0.0,100.0,0.0,53.0,47.0,92.0,16334.0,100.0,6.0,84.0,33715.0,47.0,47.0,74.0,25514928.0,,,100.0,16.0,100.0,16.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,26480.0,100.0,63805060576.0,100.0,219792130998.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-21,ZA21BZAC,ST10000NM0086,10000831348736,1,80.0,97781608.0,,,92.0,0.0,100.0,9.0,100.0,298.0,88.0,585673661.0,,,72.0,24888.0,100.0,0.0,,,100.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,89.0,11.0,100.0,0.0,96.0,4.0,63.0,37.0,67.0,66508.0,100.0,327.0,100.0,1296.0,37.0,37.0,80.0,97781608.0,,,100.0,8.0,100.0,8.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,24721.0,100.0,75923376704.0,100.0,228274060130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-26,ZCH07WTX,ST12000NM0007,12000138625024,0,83.0,217512712.0,,,89.0,0.0,100.0,15.0,100.0,0.0,89.0,854349258.0,,,78.0,19975.0,100.0,0.0,,,100.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,63.0,37.0,,,100.0,324.0,99.0,3668.0,37.0,37.0,83.0,217512712.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,18715.0,100.0,62760012296.0,100.0,163287931622.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-26,PL2331LAGPT5NJ,HGST HMS5C4040ALE640,4000787030016,0,100.0,0.0,135.0,98.0,143.0,547.0,100.0,13.0,100.0,0.0,100.0,0.0,113.0,42.0,93.0,50056.0,100.0,0.0,,,100.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,337.0,100.0,337.0,253.0,19.0,,,100.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-26,PL2331LAHE3DKJ,HGST HMS5C4040BLE640,4000787030016,0,100.0,0.0,134.0,101.0,100.0,454.0,100.0,9.0,100.0,0.0,100.0,0.0,113.0,42.0,96.0,30942.0,95.0,1.0,,,100.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,536.0,100.0,536.0,187.0,32.0,,,100.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-26,ZA140NC1,ST8000DM002,8001563222016,1,71.0,85801712.0,,,85.0,0.0,100.0,11.0,100.0,8.0,96.0,3548457550.0,,,68.0,28426.0,100.0,0.0,,,100.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,97.0,3.0,100.0,0.0,100.0,0.0,77.0,23.0,96.0,9423.0,100.0,0.0,84.0,32182.0,23.0,23.0,1.0,85801712.0,,,100.0,8.0,100.0,8.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,28383.0,100.0,70645329160.0,100.0,186658333316.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-26,ZCH07BAG,ST12000NM0007,12000138625024,1,73.0,20483880.0,,,88.0,0.0,100.0,12.0,100.0,2528.0,88.0,683289175.0,,,77.0,20580.0,100.0,0.0,,,100.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,3.0,100.0,0.0,,,80.0,20.0,,,100.0,319.0,99.0,2007.0,20.0,20.0,73.0,20483880.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,20037.0,100.0,66606531728.0,100.0,205630899172.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-26,ZHZ3T5EV,ST12000NM0008,12000138625024,1,82.0,156982744.0,,,99.0,0.0,100.0,1.0,100.0,0.0,86.0,401581139.0,,,97.0,2979.0,100.0,0.0,,,100.0,1.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,73.0,27.0,,,100.0,13.0,100.0,672.0,27.0,27.0,3.0,156982744.0,,,100.0,360.0,100.0,360.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,2823.0,100.0,33466685088.0,100.0,49454188336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-04,S300XBLY,ST4000DM000,4000787030016,0,112.0,43215840.0,,,95.0,0.0,100.0,8.0,100.0,0.0,84.0,262069241.0,,,51.0,43583.0,100.0,0.0,,,100.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,82.0,18.0,100.0,0.0,100.0,0.0,97.0,7845.0,18.0,18.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,43549.0,100.0,56776032032.0,100.0,283488252676.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-04,PL1331LAHD2PWH,HGST HMS5C4040BLE640,4000787030016,0,100.0,0.0,134.0,100.0,100.0,0.0,100.0,4.0,100.0,0.0,100.0,0.0,113.0,42.0,95.0,35715.0,100.0,0.0,,,100.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,379.0,100.0,379.0,214.0,28.0,,,100.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-04,Z303QPXP,ST4000DM000,4000787030016,1,120.0,242116952.0,,,96.0,0.0,100.0,4.0,100.0,0.0,84.0,245233199.0,,,54.0,40872.0,100.0,0.0,,,100.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,76.0,24.0,100.0,0.0,100.0,0.0,93.0,14620.0,24.0,24.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,40718.0,100.0,56861924656.0,100.0,241976741985.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
